,lead_time,avg_price_per_room,Y_pred,Y_test
3807,127,114.3,0,0
18967,309,101.0,1,1
30580,270,95.4,1,1
28304,20,98.4,0,0
2378,46,149.4,0,1
25223,118,110.0,0,0
16187,77,90.95,0,0
34038,56,109.8,0,1
22442,61,94.5,0,1
10390,4,147.33,0,0
31565,3,118.58,0,0
10740,44,96.3,0,0
19747,88,90.6,0,0
20882,26,88.4,0,0
12552,67,95.0,0,0
34271,27,80.85,0,0
14591,42,60.0,0,0
35433,112,132.6,0,1
20833,3,65.0,0,0
38,247,63.75,1,1
25625,147,151.2,1,0
29447,58,85.5,0,0
30321,74,174.42,0,0
24030,57,90.67,0,0
13643,79,162.3,0,0
29416,151,76.5,0,0
17520,0,115.0,0,0
29188,4,0.0,0,0
15891,70,75.0,0,0
14051,33,57.92,0,0
34115,47,163.95,0,0
11846,106,84.58,0,0
28773,202,96.3,1,0
34212,50,60.0,0,0
19559,54,180.0,0,0
10171,27,104.72,0,0
11484,18,99.75,0,0
496,213,130.0,1,1
22107,118,63.75,0,1
17246,80,104.49,0,1
8332,0,79.0,0,0
10956,32,85.0,0,0
14533,79,75.0,0,0
24459,30,79.6,0,0
34166,61,140.4,0,1
4872,57,123.55,0,1
24368,0,94.1,0,0
16303,164,115.0,1,1
22638,142,114.3,0,0
5204,23,110.0,0,0
6600,34,139.5,0,1
14045,86,65.0,0,0
17209,52,99.0,0,0
27855,55,104.0,0,0
35924,12,38.67,0,1
18795,44,85.0,0,0
4745,47,105.5,0,0
15254,12,77.0,0,0
11222,304,89.0,1,1
9127,72,109.65,0,1
4126,3,93.0,0,0
10540,4,95.2,0,0
29296,63,80.5,0,0
11533,275,110.0,1,1
29172,6,119.0,0,1
2662,22,101.0,0,0
2076,12,129.25,0,0
21627,113,100.75,0,0
14924,55,102.04,0,0
28794,221,73.0,1,0
9045,59,109.8,0,0
33336,134,65.0,0,0
20604,110,113.5,0,0
11426,12,124.0,0,0
385,102,109.0,0,0
22218,129,80.75,0,0
4523,73,207.9,0,1
22380,34,48.67,0,0
248,21,151.0,0,1
17300,189,109.8,1,1
6104,0,64.0,0,0
19678,47,85.0,0,1
19033,101,134.1,0,0
14656,166,73.6,0,0
32311,169,106.0,1,1
11847,177,100.0,1,1
10735,1,102.6,0,0
14446,182,114.75,1,1
15880,14,134.75,0,0
24370,185,107.1,1,1
22049,35,96.3,0,0
26069,122,98.5,0,0
25828,1,79.0,0,0
16213,93,89.25,0,0
5528,50,63.75,0,0
13408,301,115.0,1,1
3877,38,67.5,0,1
12080,159,70.5,0,0
5313,99,81.0,0,0
27621,244,78.54,1,0
6480,18,80.0,0,0
27881,101,95.88,0,1
24813,59,99.9,0,0
35717,79,52.85,0,0
30090,163,100.0,1,1
14201,83,129.5,0,0
28018,56,194.5,0,1
30145,32,81.0,0,0
11997,1,71.7,0,0
9577,0,85.0,0,1
507,69,90.95,0,0
12450,9,148.0,0,0
28084,110,86.9,0,0
1259,97,64.98,0,0
6461,188,80.75,1,0
12569,140,76.5,0,0
15002,273,87.0,1,0
17724,163,100.0,1,1
9956,37,95.0,0,0
19875,91,80.0,0,0
6707,4,91.0,0,0
14131,3,0.0,0,0
20496,72,95.0,0,0
29182,21,103.13,0,0
16546,9,109.0,0,0
18550,104,75.0,0,0
29071,46,102.6,0,0
33516,4,65.0,0,0
18675,33,95.4,0,0
16789,257,101.5,1,1
7359,90,80.75,0,0
1840,14,100.0,0,0
13166,43,86.75,0,1
4000,44,101.52,0,0
32640,102,80.75,0,0
6002,20,86.0,0,1
13347,63,149.4,0,1
6540,185,122.4,1,1
8054,90,72.25,0,1
30077,13,88.4,0,0
12885,12,68.0,0,0
31205,253,89.25,1,0
21427,69,140.4,0,1
17100,176,116.1,1,1
2694,40,6.0,0,0
24498,72,108.11,0,0
30743,0,126.0,0,0
18102,18,80.0,0,0
35206,75,120.7,0,0
35591,28,105.0,0,1
6719,9,131.0,0,0
10212,78,100.0,0,1
7915,183,80.1,1,1
32492,4,98.1,0,1
26142,138,94.5,0,0
11286,41,85.67,0,0
7985,253,140.4,1,1
29292,60,142.13,0,0
16515,94,118.8,0,1
21316,158,83.5,0,1
33666,160,114.3,1,1
27453,45,126.9,0,0
14912,118,110.0,0,0
8183,88,90.0,0,0
14854,5,85.0,0,1
26238,35,73.1,0,1
16854,2,64.8,0,0
21590,250,95.0,1,1
35423,1,117.5,0,0
889,186,90.95,1,1
4286,2,169.0,0,1
27495,95,127.8,0,1
11970,16,76.0,0,0
16188,24,112.0,0,0
24283,88,152.87,0,0
13299,6,108.05,0,0
19249,257,101.5,1,1
32776,54,62.37,0,0
31466,47,125.1,0,0
291,7,140.0,0,1
24554,25,108.99,0,0
22388,8,65.0,0,0
30709,4,124.0,0,1
10327,13,95.0,0,0
33573,139,77.03,0,0
11244,31,90.0,0,0
27613,188,90.95,1,0
32935,55,168.3,0,0
34576,418,107.0,1,1
35572,35,97.4,0,0
31871,115,76.0,0,0
12036,249,119.85,1,1
24961,1,103.0,0,0
12831,418,107.0,1,1
17839,1,70.0,0,0
10678,304,89.0,1,1
20691,2,93.0,0,0
23257,245,96.3,1,1
22957,188,123.75,1,1
21592,13,96.6,0,0
19118,12,100.0,0,0
1587,12,124.0,0,0
16873,174,214.2,1,1
20382,208,80.75,1,1
33883,315,160.0,1,1
8737,230,137.0,1,1
19942,174,95.67,1,0
31162,69,120.0,0,1
4864,2,65.0,0,0
29037,292,115.0,1,1
10944,135,119.85,0,0
23341,256,115.0,1,1
36031,127,90.0,0,1
23498,4,112.2,0,0
18585,11,92.5,0,0
8245,105,138.55,0,1
32074,109,72.25,0,0
30999,40,67.5,0,1
31906,85,129.73,0,0
35632,4,96.0,0,0
10745,1,210.0,0,0
19154,24,107.0,0,0
13245,77,127.38,0,0
11728,16,95.0,0,0
21309,221,65.0,1,0
8304,0,89.0,0,0
11813,301,115.0,1,1
30735,57,177.3,0,1
13818,298,76.0,1,0
14297,41,76.5,0,0
16406,64,115.5,0,0
10181,81,190.8,0,0
4681,215,96.3,1,1
15676,39,73.6,0,0
13425,102,109.0,0,0
11914,185,90.95,1,1
35373,134,105.3,0,0
12378,4,73.8,0,0
12731,18,169.0,0,0
3798,47,125.1,0,0
7735,53,167.22,0,0
33362,92,150.3,0,1
4432,150,101.0,0,0
13949,113,92.65,0,0
715,0,105.0,0,0
8368,386,115.0,1,1
5775,335,80.0,1,0
3296,36,107.3,0,0
20889,108,86.4,0,0
20200,57,105.3,0,0
12888,54,118.8,0,0
32661,128,100.29,0,0
5609,55,74.8,0,0
35259,37,105.0,0,0
18845,141,80.75,0,0
16398,2,119.0,0,0
10159,1,70.4,0,0
6053,142,128.7,0,0
25164,40,135.4,0,0
9609,259,90.0,1,1
26729,160,70.67,0,0
12308,13,123.67,0,0
8044,9,0.0,0,0
36215,44,103.05,0,1
21624,11,90.0,0,0
10458,48,122.22,0,0
12632,245,110.0,1,1
9151,79,125.38,0,0
28874,0,103.1,0,0
21724,57,75.0,0,0
6595,211,77.03,1,1
1295,11,88.0,0,0
6913,30,125.1,0,0
9261,91,80.0,0,1
24917,27,120.0,0,0
9528,10,85.0,0,0
26000,41,67.5,0,1
35699,80,108.0,0,0
34700,22,149.0,0,0
25746,164,100.0,1,0
509,49,60.0,0,0
29899,0,106.84,0,0
30533,51,68.0,0,0
4532,12,154.0,0,1
27675,54,98.1,0,0
16259,74,89.25,0,0
26964,160,107.0,1,1
29867,291,115.0,1,1
22840,3,178.67,0,0
34490,44,75.0,0,0
32412,65,149.4,0,1
31968,257,80.0,1,0
7584,18,114.0,0,1
6364,110,153.0,0,1
23618,120,76.5,0,0
11681,35,118.1,0,0
9908,322,80.0,1,1
5966,13,87.78,0,0
24492,109,146.7,0,0
6501,55,85.5,0,0
27994,40,169.2,0,0
10951,180,70.0,1,1
30594,90,99.45,0,1
28535,206,102.85,1,0
35686,49,150.3,0,1
24841,92,70.0,0,0
12899,80,137.7,0,0
11489,18,160.0,0,0
12538,89,75.0,0,0
10628,139,114.33,0,1
32860,50,127.8,0,0
21231,10,74.8,0,0
26492,41,116.1,0,1
34260,25,85.0,0,1
20001,19,86.75,0,0
14635,68,123.17,0,1
17659,26,170.0,0,0
557,56,185.0,0,0
24219,159,113.4,1,1
23584,6,108.0,0,0
5574,3,67.5,0,0
8783,48,98.18,0,1
991,8,144.5,0,0
1178,36,135.9,0,1
5739,36,154.0,0,1
33411,81,131.4,0,1
17089,86,146.6,0,1
3133,59,60.35,0,0
33031,37,105.0,0,0
23599,0,89.0,0,0
3859,4,133.98,0,0
34824,151,80.0,0,0
24531,3,93.29,0,1
2210,105,107.1,0,0
24873,105,72.25,0,0
33958,254,91.0,1,0
26028,84,90.3,0,1
1976,39,88.0,0,0
9119,22,166.0,0,1
5296,10,135.0,0,0
9142,144,100.87,0,0
31835,5,125.0,0,0
784,14,160.0,0,1
888,80,74.8,0,0
13747,119,121.5,0,0
25901,151,143.28,1,1
17932,24,89.0,0,0
16604,72,79.65,0,1
30070,133,81.25,0,0
8782,47,161.1,0,0
6838,0,139.0,0,0
31878,166,81.25,1,0
1198,85,90.95,0,1
2844,9,125.33,0,0
11294,10,111.0,0,1
27183,14,65.0,0,0
26284,0,129.83,0,0
9297,320,115.0,1,1
30201,196,87.67,1,0
15684,33,55.59,0,0
33263,86,120.0,0,0
12677,64,80.1,0,0
23028,75,105.0,0,1
25153,60,137.7,0,0
7097,15,106.33,0,0
19027,22,132.0,0,0
30398,160,70.67,0,0
4517,23,0.0,0,0
5444,171,76.5,1,1
27620,1,78.5,0,0
5131,41,70.0,0,0
9786,105,75.0,0,1
18391,69,111.9,0,1
28268,45,149.4,0,0
35211,43,85.0,0,0
12853,6,73.15,0,0
20790,15,142.67,0,0
34067,110,120.0,0,0
5902,121,198.9,0,0
18433,138,82.2,0,0
14703,47,96.3,0,0
28133,139,228.6,0,1
4564,13,90.95,0,0
4831,2,65.0,0,0
33170,36,72.9,0,0
31509,134,114.3,0,0
34582,2,65.0,0,0
11254,119,97.75,0,1
31191,192,107.1,1,1
17587,0,72.0,0,0
26038,142,107.0,0,0
8793,68,110.5,0,1
35085,186,105.3,1,1
7864,61,60.0,0,0
4697,60,123.3,0,1
23865,12,130.0,0,0
13797,120,121.5,0,1
24646,140,116.45,0,1
34222,230,90.9,1,0
18525,0,73.9,0,0
16300,1,65.6,0,0
34314,181,78.48,1,1
10677,47,79.0,0,0
9771,37,105.0,0,0
13627,29,81.54,0,0
2472,19,0.0,0,0
24190,0,0.0,0,0
24230,0,0.0,0,0
26706,2,99.0,0,1
36044,265,72.25,1,0
19175,153,88.01,0,1
24710,18,77.0,0,0
25770,14,102.41,0,0
8098,209,81.77,1,0
12307,7,90.0,0,0
3161,11,83.0,0,0
29115,2,108.0,0,0
7221,0,75.0,0,0
2686,22,90.95,0,0
28002,28,116.56,0,0
34201,5,125.33,0,0
442,37,81.9,0,0
3738,327,88.0,1,0
27645,140,70.0,0,0
25513,320,115.0,1,1
433,10,126.0,0,0
21563,37,146.7,0,0
4253,65,119.85,0,0
20129,77,76.5,0,1
29331,12,89.0,0,1
28405,60,98.21,0,0
8511,170,112.2,1,1
20277,14,88.0,0,0
34340,11,124.33,0,0
17043,183,100.0,1,0
18284,74,109.0,0,0
20208,40,67.0,0,0
10835,52,99.88,0,0
16102,97,61.0,0,0
14171,33,140.4,0,0
5652,56,132.6,0,0
20630,23,124.0,0,0
30356,9,0.0,0,0
11726,196,105.3,1,1
29763,36,112.0,0,0
13206,56,82.0,0,0
15942,100,132.18,0,1
34044,11,72.07,0,0
26626,34,145.8,0,0
5764,23,116.03,0,0
6411,12,154.33,0,1
15436,222,111.35,1,1
28311,22,65.0,0,0
30003,25,40.67,0,0
22468,45,76.77,0,0
32584,304,89.0,1,1
19583,8,94.0,0,0
3556,7,71.6,0,0
8358,41,85.67,0,0
16193,3,63.88,0,0
26740,59,60.0,0,0
5926,73,67.83,0,0
17708,9,100.3,0,0
22277,145,94.5,0,0
11822,19,165.0,0,0
32364,275,106.2,1,1
16947,103,94.5,0,1
3217,44,75.0,0,0
8325,105,99.28,0,1
18846,17,75.0,0,0
2691,1,159.0,0,0
34577,146,116.45,0,0
22715,60,71.4,0,0
36204,0,85.0,0,0
35434,219,84.0,1,0
25605,270,62.8,1,1
7840,2,147.46,0,0
5248,77,105.3,0,0
9666,26,147.0,0,1
17047,9,95.2,0,0
7816,81,119.85,0,0
10593,47,99.4,0,0
4850,23,95.0,0,0
29155,151,91.48,0,0
30242,1,124.0,0,0
3486,221,74.44,1,1
18857,6,65.0,0,0
9342,47,207.9,0,1
8072,37,81.9,0,1
10830,11,119.0,0,0
3586,174,70.0,1,1
18924,346,115.0,1,1
24200,0,60.0,0,0
15081,2,0.0,0,0
16329,32,70.0,0,0
31058,201,96.3,1,1
18941,73,149.4,0,1
26456,141,85.0,0,0
3484,9,120.0,0,0
26514,21,174.0,0,1
10873,112,112.5,0,0
30600,15,81.0,0,0
11935,28,104.5,0,0
12727,180,100.0,1,0
15452,7,86.0,0,0
17959,24,85.5,0,0
23835,188,130.0,1,1
31006,14,100.0,0,0
19782,1,127.0,0,0
9390,83,90.0,0,0
20713,116,135.0,0,0
21736,166,110.0,1,1
3860,28,110.65,0,0
16173,125,116.1,0,0
7555,192,95.0,1,0
3077,179,85.6,1,0
12931,219,108.0,1,1
8440,418,75.0,1,1
31627,87,126.9,0,1
13326,17,80.3,0,0
19387,0,115.0,0,0
14787,16,130.9,0,0
20944,50,60.0,0,0
10778,10,66.0,0,0
14310,117,123.3,0,0
30829,31,85.0,0,0
35681,30,94.2,0,0
28403,213,130.0,1,1
32710,141,163.8,0,0
32957,142,126.65,0,1
9860,11,62.83,0,0
34806,263,67.0,1,0
1759,80,108.0,0,0
30572,75,99.0,0,0
8831,58,86.4,0,0
30582,26,116.85,0,1
28025,157,92.65,0,0
10412,64,94.5,0,0
278,11,95.33,0,0
22130,11,140.0,0,0
7376,346,115.0,1,1
11488,3,66.0,0,0
12057,77,140.4,0,0
2464,46,116.1,0,0
25224,2,66.88,0,0
10197,101,62.0,0,0
3258,145,65.0,0,0
18078,14,71.6,0,0
19586,64,130.0,0,0
3792,4,36.25,0,0
9376,45,86.4,0,1
36002,59,101.27,0,0
6373,62,75.0,0,0
18353,177,80.75,1,0
31160,35,67.49,0,0
32325,88,87.3,0,1
2833,418,107.0,1,1
2034,292,115.0,1,1
19990,6,0.0,0,0
19219,37,95.0,0,0
24681,37,159.3,0,1
7378,26,148.0,0,0
12576,20,145.0,0,0
12739,3,80.0,0,0
3742,36,91.0,0,0
16275,16,127.5,0,1
4237,90,90.95,0,0
31834,222,99.6,1,0
12652,99,65.0,0,1
27302,66,92.7,0,1
27617,19,89.0,0,0
22165,11,89.0,0,0
25477,0,99.0,0,0
29249,8,177.5,0,0
16830,123,129.34,0,0
84,46,98.3,0,0
25631,0,95.1,0,0
4752,109,72.25,0,1
24690,64,105.3,0,1
26705,21,59.75,0,0
23266,132,151.2,0,1
11060,188,80.75,1,0
31954,98,93.6,0,0
9472,0,81.0,0,0
22848,31,95.4,0,1
30431,78,107.1,0,1
12666,30,67.5,0,0
15225,81,85.5,0,0
6533,55,104.0,0,0
30407,1,95.0,0,0
24772,1,91.0,0,0
17297,167,104.4,1,1
23152,51,117.9,0,1
3592,207,98.1,1,1
5597,317,120.0,1,1
29008,33,89.1,0,0
80,83,159.3,0,1
16100,141,82.45,0,0
20275,28,109.33,0,1
22553,122,85.0,0,1
6836,37,105.0,0,0
20327,46,125.1,0,0
17490,13,208.83,0,0
1721,386,115.0,1,1
25375,76,76.5,0,0
7550,10,169.0,0,1
11878,31,148.69,0,0
13799,386,115.0,1,1
33360,151,80.0,0,0
14162,29,150.8,0,0
28332,124,114.3,0,1
13897,115,86.0,0,0
4114,256,90.0,1,0
9220,211,100.0,1,1
35753,128,120.0,0,1
9739,271,101.33,1,1
35411,121,173.25,0,0
13071,109,97.75,0,0
35664,52,67.5,0,1
1655,9,179.0,0,0
24594,0,45.0,0,0
3697,37,135.9,0,0
32280,237,90.95,1,1
8730,28,74.8,0,0
1036,23,79.0,0,1
30000,102,101.5,0,1
1378,101,61.5,0,0
28266,140,96.3,0,1
8318,116,61.0,0,1
9104,377,90.0,1,0
20875,83,105.3,0,0
22017,46,117.9,0,0
13044,60,93.6,0,0
26991,125,114.3,0,1
3096,4,93.0,0,0
8490,12,130.0,0,0
10445,58,149.4,0,0
25037,323,112.0,1,1
33723,110,190.8,0,0
36255,28,149.0,0,0
14228,108,137.7,0,1
29262,31,73.9,0,0
26617,133,86.43,0,0
14580,32,68.0,0,0
19598,1,70.0,0,1
34491,57,90.67,0,0
7974,346,115.0,1,1
18325,19,204.0,0,0
2128,5,66.0,0,0
2778,232,80.75,1,0
93,92,149.4,0,0
425,1,115.0,0,0
12060,154,80.75,0,0
13270,79,87.3,0,1
15157,113,108.0,0,0
35037,65,130.9,0,0
36026,177,99.3,1,0
28506,66,125.1,0,0
34607,54,187.85,0,1
12553,3,110.0,0,1
9879,57,152.1,0,0
17384,279,110.0,1,1
27951,52,140.4,0,0
34037,61,81.9,0,0
8719,76,122.4,0,1
2032,320,115.0,1,1
13048,85,76.5,0,1
3547,29,104.77,0,0
33572,7,116.0,0,0
1161,192,95.0,1,0
17118,41,145.2,0,0
16787,76,93.6,0,1
35164,4,98.1,0,1
16808,159,70.0,0,0
31127,95,109.65,0,1
29974,37,95.0,0,0
34786,5,120.0,0,0
36075,76,72.25,0,0
11943,18,129.0,0,0
33515,53,137.7,0,0
23834,15,85.0,0,0
13304,60,75.0,0,0
6045,6,110.0,0,0
10513,73,76.5,0,0
32764,12,80.42,0,0
19791,26,95.0,0,0
3595,1,0.0,0,0
14793,161,130.0,1,1
2490,110,94.5,0,1
21031,346,115.0,1,1
29002,53,103.5,0,1
10600,73,159.3,0,1
23066,133,105.3,0,0
13021,2,164.5,0,0
22197,64,93.6,0,0
16388,125,116.1,0,0
15389,68,65.0,0,0
7851,203,72.25,1,0
1739,90,85.5,0,0
2935,268,78.0,1,1
19185,224,86.62,1,0
34427,197,106.2,1,1
13339,1,90.0,0,0
20981,45,99.18,0,0
6613,228,102.85,1,1
16955,1,100.0,0,0
6820,81,106.95,0,0
21606,26,77.0,0,0
17711,37,89.1,0,0
18720,29,183.67,0,0
20824,60,62.18,0,0
16920,14,105.0,0,0
29832,68,116.45,0,0
26855,1,71.7,0,0
21899,194,96.3,1,1
16930,157,97.75,1,0
12607,158,107.0,1,1
14470,130,153.3,0,0
19808,10,140.0,0,0
23930,61,121.5,0,1
20290,5,79.33,0,1
3485,5,107.67,0,0
30989,164,100.0,1,0
30408,38,95.48,0,0
21060,83,123.9,0,0
13816,3,0.0,0,0
32471,40,180.0,0,0
5031,176,137.7,1,1
6090,13,96.0,0,0
6509,96,94.5,0,0
22800,290,90.95,1,1
11106,55,74.88,0,0
27520,53,89.4,0,0
25845,45,145.35,0,0
5399,34,94.5,0,0
10596,117,79.2,0,0
549,92,70.0,0,0
9135,8,100.0,0,0
30223,6,79.0,0,0
7143,6,79.2,0,0
16118,131,105.3,0,0
22022,301,115.0,1,1
32264,256,90.0,1,0
10971,266,73.95,1,1
29823,68,198.9,0,1
5834,1,131.0,0,0
5719,16,135.8,0,0
30762,132,104.55,0,0
2666,4,81.0,0,0
6204,1,182.0,0,0
28966,167,114.04,1,1
8686,33,235.33,0,1
30475,151,300.0,0,1
28329,100,140.0,0,0
20876,246,114.75,1,1
15697,1,77.71,0,0
31491,104,109.8,0,1
15339,40,106.9,0,1
8631,0,200.0,0,1
19480,86,76.5,0,1
29655,93,99.45,0,0
13694,102,72.25,0,0
34443,113,100.0,0,1
12491,0,85.0,0,0
12031,283,69.38,1,0
35063,99,60.67,0,0
21467,228,90.95,1,1
20562,4,176.0,0,0
8392,186,90.95,1,0
29423,77,107.1,0,0
5561,36,91.0,0,0
14509,195,81.81,1,0
9441,81,90.95,0,1
27175,18,89.0,0,0
12751,85,90.9,0,1
2226,15,84.33,0,0
35804,185,116.1,1,1
23751,54,123.3,0,1
10991,6,95.0,0,1
21635,280,110.0,1,1
6478,105,75.0,0,0
17359,61,256.1,0,1
28515,9,91.0,0,1
18840,102,85.05,0,0
15785,36,109.0,0,0
32182,160,90.0,1,1
19968,301,115.0,1,1
25784,35,95.4,0,1
19406,192,95.0,1,0
30325,115,104.55,0,1
10420,36,114.3,0,1
34601,16,134.8,0,0
31156,219,108.0,1,1
17377,19,90.0,0,0
28924,31,85.0,0,0
4343,133,121.5,0,0
1276,215,212.06,1,1
15315,15,109.34,0,0
21498,56,185.0,0,0
4389,72,104.4,0,0
5272,61,121.5,0,0
15770,1,51.5,0,0
24355,53,98.6,0,0
25126,269,70.0,1,0
24139,7,78.63,0,0
32603,47,100.0,0,0
29661,178,128.7,1,1
15069,292,115.0,1,1
23550,7,132.33,0,0
3795,114,75.27,0,0
13157,51,123.3,0,1
30844,65,98.1,0,0
27928,115,102.33,0,0
23113,38,104.64,0,1
9270,304,89.0,1,1
20931,9,89.0,0,0
4854,19,69.0,0,0
19318,31,152.1,0,1
5523,4,91.0,0,0
34308,18,85.0,0,0
32819,0,88.0,0,0
7186,45,46.9,0,0
11334,80,136.0,0,0
24426,18,119.0,0,0
19501,5,190.0,0,0
33100,12,112.42,0,1
22372,8,116.5,0,1
0,224,65.0,1,0
20791,117,116.05,0,0
34985,82,150.3,0,1
19651,18,88.29,0,0
34133,24,130.0,0,0
10356,111,79.2,0,1
36186,58,72.69,0,0
28350,110,129.3,0,0
11500,262,63.75,1,1
9586,14,124.0,0,0
16226,63,63.75,0,0
16135,109,97.75,0,0
1355,273,87.0,1,0
9181,7,126.0,0,0
9300,13,89.0,0,0
5381,107,130.0,0,0
17720,0,68.53,0,0
12459,78,70.88,0,0
21561,6,77.0,0,0
19589,87,118.8,0,0
34761,141,135.45,0,0
28698,124,137.7,0,1
21527,301,115.0,1,1
27461,18,74.8,0,0
10838,52,78.3,0,1
20120,16,160.0,0,0
8597,8,90.0,0,0
5167,75,80.75,0,0
12929,2,130.0,0,0
30019,1,90.0,0,0
25692,82,107.1,0,1
25427,4,147.33,0,0
31896,39,101.5,0,0
29937,81,119.07,0,1
27296,56,79.2,0,0
26788,133,118.8,0,1
18836,9,197.0,0,1
24041,231,115.2,1,1
4372,156,103.5,1,1
24695,165,180.2,1,1
22647,31,84.9,0,1
21335,63,115.5,0,0
13256,3,127.8,0,0
32912,144,112.03,0,0
1513,317,120.0,1,1
33428,119,129.96,0,0
8257,58,81.0,0,0
3035,14,84.0,0,0
3017,254,100.7,1,1
20881,283,110.7,1,0
30910,21,129.0,0,1
27825,7,103.18,0,0
16805,59,109.8,0,0
35923,173,114.75,1,1
3785,11,154.0,0,1
15216,150,101.0,0,0
21531,0,141.0,0,0
13955,267,115.2,1,1
25208,0,135.0,0,1
34011,98,82.5,0,0
4305,28,122.0,0,0
22074,322,80.0,1,1
30037,59,75.0,0,0
7335,48,184.26,0,0
22892,102,80.0,0,1
13067,143,85.5,0,1
23646,14,127.67,0,1
398,273,95.0,1,1
5615,188,130.0,1,1
25926,0,106.4,0,0
26695,14,62.5,0,0
29326,39,99.86,0,0
30236,44,125.55,0,1
30824,1,112.2,0,0
1831,12,97.02,0,0
24918,79,82.45,0,1
35348,91,89.25,0,0
21812,88,96.0,0,0
34131,108,69.99,0,0
3047,32,72.42,0,0
19005,201,96.62,1,1
28814,204,93.22,1,1
3472,3,90.6,0,1
22032,106,91.6,0,0
18448,100,140.0,0,0
29245,57,137.7,0,0
30767,160,72.25,0,0
25152,178,90.9,1,0
10528,349,80.0,1,1
30184,52,108.0,0,0
18080,0,77.0,0,0
17918,65,122.65,0,0
19844,251,73.35,1,0
30691,6,90.0,0,0
13551,0,75.0,0,0
11415,118,110.0,0,0
1525,17,118.58,0,0
2811,31,94.5,0,0
1757,30,98.1,0,1
3712,279,110.0,1,1
35620,83,105.3,0,0
26721,83,162.3,0,0
14364,286,91.0,1,0
24003,230,137.0,1,1
13027,1,111.0,0,0
29635,40,70.0,0,0
16483,317,120.0,1,1
15840,1,116.0,0,0
13428,105,75.0,0,0
32794,55,97.2,0,0
379,17,95.0,0,0
17314,258,106.2,1,1
30166,5,124.0,0,1
7314,41,120.0,0,0
20729,1,96.0,0,0
18010,263,110.0,1,1
16842,257,101.5,1,1
3666,56,120.0,0,0
16555,92,105.3,0,0
22614,24,104.0,0,0
20619,349,96.67,1,0
25546,221,65.0,1,0
2670,6,93.2,0,0
22278,2,55.0,0,0
1227,151,80.0,0,0
29779,173,300.0,0,1
12679,30,88.0,0,0
25181,13,85.0,0,0
18260,19,121.75,0,0
19388,92,70.0,0,0
27542,1,111.0,0,0
3871,257,101.5,1,1
9222,22,191.0,0,1
8219,3,65.0,0,0
31673,15,174.0,0,0
31792,1,149.0,0,0
292,128,76.5,0,0
1552,179,90.95,1,0
26404,28,108.42,0,0
32716,67,85.0,0,1
17334,94,80.75,0,0
34195,109,82.45,0,0
4155,6,70.0,0,0
30430,174,85.5,1,0
36158,5,157.0,0,0
31915,99,81.0,0,0
13352,292,115.0,1,1
1918,189,96.3,1,0
5063,49,160.65,0,1
1478,36,135.9,0,0
1949,336,78.0,1,0
7925,105,80.75,0,0
13085,99,81.0,0,0
36259,16,131.0,0,0
8587,70,126.9,0,0
35661,55,104.0,0,0
29672,298,93.0,1,0
14595,117,114.3,0,0
33502,322,80.0,1,1
35523,245,110.0,1,1
31265,16,118.8,0,0
21959,68,65.29,0,0
2907,122,109.65,0,0
11865,4,183.0,0,0
15218,13,141.0,0,0
753,25,127.67,0,0
32559,4,67.0,0,0
14791,187,108.9,1,0
15585,5,134.1,0,1
27317,133,126.0,0,0
10544,6,86.0,0,0
34625,15,87.0,0,0
24450,4,0.0,0,0
12044,92,103.5,0,0
18343,140,167.45,0,1
19908,77,72.25,0,1
3802,199,98.18,1,1
10818,69,120.0,0,1
18295,1,180.33,0,0
19609,193,120.0,1,1
35909,94,110.75,0,0
27983,1,95.0,0,0
33076,199,102.85,1,0
30554,57,67.5,0,1
13380,78,151.2,0,0
12635,208,80.75,1,1
19153,0,54.31,0,0
16814,33,152.1,0,0
19865,14,159.0,0,1
17017,26,79.2,0,1
1804,253,78.3,1,0
25849,0,79.0,0,0
19888,271,85.67,1,0
16624,52,140.0,0,0
2152,197,82.45,1,0
15200,1,221.33,0,0
27412,245,75.0,1,1
27986,296,117.0,1,1
33810,377,115.0,1,1
34116,257,90.95,1,1
26769,102,80.0,0,1
28763,82,122.76,0,0
6289,85,113.4,0,0
7526,3,0.0,0,0
15298,11,76.93,0,1
32420,17,70.0,0,0
35139,302,100.0,1,1
9020,37,96.3,0,0
1798,64,94.5,0,0
24298,17,108.2,0,0
17475,39,109.0,0,0
27395,136,93.08,0,1
35584,350,91.95,1,1
23723,1,90.0,0,0
24245,131,144.67,0,0
32538,49,98.87,0,0
32552,8,189.0,0,1
25574,97,117.9,0,0
13414,48,73.51,0,0
14868,133,124.8,0,1
2273,192,95.0,1,0
2180,27,142.0,0,0
8002,305,89.0,1,1
13483,136,86.36,0,0
22698,43,74.8,0,1
31081,220,114.75,1,1
11784,110,108.0,0,1
700,177,127.8,1,1
32347,1,208.0,0,0
21252,213,78.3,1,0
11974,41,65.0,0,0
17422,256,90.0,1,0
16516,124,48.33,0,0
31091,47,105.5,0,0
13506,2,117.75,0,0
20975,66,149.4,0,1
30467,56,185.0,0,0
35190,136,102.85,0,0
26865,186,111.76,1,1
17900,21,139.0,0,0
27757,119,72.25,0,0
25101,143,77.03,0,0
7411,74,112.5,0,1
9450,265,115.0,1,1
36034,50,72.75,0,0
3846,4,112.0,0,0
3271,12,93.5,0,0
36177,55,68.07,0,0
9108,320,115.0,1,1
15141,41,105.3,0,0
